record_id,compound_name,pubchem_cid,cas_number,raw_smiles,smiles,inchi,inchikey,endpoint,candidate_label,label_status,label_quality,evidence_type,evidence_subtype,hazard_codes,measurement_type,measurement_value,measurement_unit,baseline_value,control_value,statistical_significance,exposure_route,exposure_concentration,concentration_unit,exposure_duration,duration_unit,exposure_frequency,test_system,species,model_name,source_name,source_id,source_url,doi,publication_year,source_quality,evidence_tier,sample_weight,review_status,reviewer,reviewer_note,reviewed_at,retrieved_at,raw_file,raw_sha256,evidence_fingerprint,label,identity_key,training_origin,exposure_signature
clp:603-024-00-5:123-91-1,"1,4-Dioxane",31275.0,123-91-1,,C1COCCO1,,RYHBNJHYFVUHQT-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),603-024-00-5,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,bd16394ddb82e6f63e784685ed5ef93d02fb2523ed55c1eb13649a40ebd7122a,1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
literature:pmid29577586:dl-panthenol,DL-Panthenol,4678.0,16485-10-2,CC(C)(CO)C(C(=O)NCCCO)O,CC(C)(CO)C(O)C(=O)NCCCO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)",SNPLKNRPJHDVJA-UHFFFAOYSA-N,skin_dryness,0.0,direct_verified,formulation_attributed_experimental,controlled_formulation_attribution,no_skin_barrier_impairment,,TEWL / skin barrier function,TEWL decreased,study-reported,study baseline,matched formulations without panthenol,Panthenol-containing formulations increased hydration and decreased TEWL compared with formulations without panthenol.,dermal,5-13,wt% in semisolid formulations,48,hours,study application schedule,vehicle-comparative in-vivo study in 40 women,human,,Journal of Cosmetic Dermatology,PMID:29577586,https://pubmed.ncbi.nlm.nih.gov/29577586/,10.1111/jocd.12527,2019.0,primary_article,B,0.9,verified,RalphGuard evidence mapping v2,"The molecule is attributable through a with/without-panthenol comparison, but remains Tier B because the tested matrix was a formulation.",2026-08-20,2026-08-20T16:18:14.828506+00:00,not_committed_pubmed_xml,28722d519b3490636267d1076889f51e9214620928da09747780431bbaf94b4e,efbdf8d1e1dcb8237c8adf33153c069610b48aa9f7a9c216bd2658753b398d9f,0,SNPLKNRPJHDVJA-UHFFFAOYSA-N,formulation_attributed_experimental,dermal|5-13|wt% in semisolid formulations|48|hours|study application schedule|tewl / skin barrier function|vehicle-comparative in-vivo study in 40 women|human
clp:602-014-00-8:79-00-5,"1,1,2-Trichloroethane",6574.0,79-00-5,,ClCC(Cl)Cl,,UBOXGVDOUJQMTN-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),602-014-00-8,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,6c661a205fec33d4b108e7dc6a4addea35b880f3fa6b59be66eef1305dcc5d78,1,UBOXGVDOUJQMTN-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
literature:pmid31945817:glyceryl-monostearate,Glyceryl monostearate,24699.0,123-94-4,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3",VBICKXHEKHSIBG-UHFFFAOYSA-N,skin_dryness,0.0,direct_verified,direct_experimental,direct_experimental,no_significant_tewl_increase,,TEWL / skin barrier function,no significant TEWL influence,study-reported,study baseline,study baseline and vehicle comparison,The article reports no significant TEWL influence for the tested 2% glycerol monostearate preparation.,dermal,2,% in ether,3-7,days,twice daily,human back skin; atopic and non-atopic subjects,human,,Journal of Dermatological Treatment,PMID:31945817,https://pubmed.ncbi.nlm.nih.gov/31945817/,10.3109/09546639209092741,1992.0,primary_article,A,1.0,verified,RalphGuard evidence mapping v2,Mapped to the defined 1-monostearin structure; commercial glyceryl-stearate mixtures are outside this molecule-specific label.,2026-08-20,2026-08-20T16:18:14.828506+00:00,not_committed_pubmed_xml,22f15269a56e5bdbca04d1f49de2dcccc45d0742cd6e292382f9cca3670a2740,ac7420a35a6b60d69d570f62ed18bb3f0e3860fb6f0140701606b682f0d40469,0,VBICKXHEKHSIBG-UHFFFAOYSA-N,direct_experimental,dermal|2|% in ether|3-7|days|twice daily|tewl / skin barrier function|human back skin; atopic and non-atopic subjects|human
literature:pmid8409532:hexane,Hexane,,110-54-3,,CCCCCC,,,skin_dryness,0.0,direct_verified,direct_experimental,in_vitro_human_skin,no_significant_tewl_increase,,TEWL,,,,,,,,,1-12 minutes,,,,,,Journal of Investigative Dermatology,PMID:8409532,https://pubmed.ncbi.nlm.nih.gov/8409532/,,,primary_article,A,1.0,verified,,,,,,,056a80b3fa84c2466d98fd4fd37f5030d585353dee42b77eac4b987507d0a45b,0,VLKZOEOYAKHREP-UHFFFAOYSA-N,direct_experimental,unspecified|unspecified|unspecified|1-12 minutes|unspecified|unspecified|tewl|unspecified|unspecified
clp:607-026-00-7:540-88-5,tert-Butyl acetate,10908.0,540-88-5,,CC(=O)OC(C)(C)C,,WMOVHXAZOJBABW-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),607-026-00-7,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,e438369ce7db84a32425c5c4cf1a57a7c5a6c89bfbab4f8880c64181c056b9a3,1,WMOVHXAZOJBABW-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
clp:607-022-00-5:141-78-6,Ethyl Acetate,8857.0,141-78-6,,CCOC(C)=O,,XEKOWRVHYACXOJ-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),607-022-00-5,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,9f0f6483b9b74fb8e88dd41e365eeda92bccf514916fb34fe303cee858776268,1,XEKOWRVHYACXOJ-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
clp:607-130-00-2:624-41-9,2-Methylbutyl Acetate,12209.0,624-41-9,,CCC(C)COC(C)=O,,XHIUFYZDQBSEMF-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),607-130-00-2,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,f181435ab9d1592e15c65ff47932b539907df153fc5c22cf22c3daadaad1cd07,1,XHIUFYZDQBSEMF-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
literature:pmid24063883:transcutol,Diethylene glycol monoethyl ether,,111-90-0,,CCOCCOCCO,,,skin_dryness,0.0,direct_verified,direct_experimental,human_occluded_patch,no_significant_tewl_increase,,TEWL,,,,,,,,,24 hours,,,,,,European Journal of Pharmaceutical Sciences,PMID:24063883,https://pubmed.ncbi.nlm.nih.gov/24063883/,,,primary_article,A,1.0,verified,,,,,,,bad73704aba90cc004840931b182ff1942944af28c2a24197a729173ebe97b97,0,XXJWXESWEXIICW-UHFFFAOYSA-N,direct_experimental,unspecified|unspecified|unspecified|24 hours|unspecified|unspecified|tewl|unspecified|unspecified
clp:607-024-00-6:109-60-4,Propyl Acetate,7997.0,109-60-4,,CCCOC(C)=O,,YKYONYBAUNKHLG-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),607-024-00-6,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,c6a9ce8c6cb031675857fc57bc89b83d36bc02975398a7c0d87bbc9244dc96e2,1,YKYONYBAUNKHLG-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
literature:pmid37699769:1-3-propanediol,"1,3-Propanediol",10442.0,504-63-2,OCCCO,OCCCO,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",YPFDHNVEDLHUCE-UHFFFAOYSA-N,skin_dryness,0.0,direct_verified,direct_experimental,direct_experimental,no_skin_barrier_impairment,,TEWL / skin barrier function,TEWL reduced and hydration increased,study-reported,study baseline,pre-application baseline and study comparators,"1,3-Propanediol applied alone at all tested concentrations increased hydration and improved barrier function; 15% produced the largest TEWL reduction.",dermal,5; 10; 15,%,15 minutes; 2; 8,hours after application,single application,in-vivo forearm study in 30 healthy women,human,,International Journal of Cosmetic Science,PMID:37699769,https://pubmed.ncbi.nlm.nih.gov/37699769/,10.1111/ics.12911,2024.0,primary_article,A,1.0,verified,RalphGuard evidence mapping v2,Only the molecule-alone study arms are mapped; combination arms are not converted into additional labels.,2026-08-20,2026-08-20T16:18:14.828506+00:00,not_committed_pubmed_xml,7d376f177f6279a86d8431b47c72197486f40159c5751cc8df3c6db9b5c749a3,5b5719b67918601b37f8f34909fed42af2484dec155785bfb6f0da667a35b7ee,0,YPFDHNVEDLHUCE-UHFFFAOYSA-N,direct_experimental,dermal|5; 10; 15|%|15 minutes; 2; 8|hours after application|single application|tewl / skin barrier function|in-vivo forearm study in 30 healthy women|human
clp:603-045-00-X:108-20-3,Diisopropyl Ether,7914.0,108-20-3,,CC(C)OC(C)C,,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),603-045-00-X,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,b2f998ceeed2f2dcddedbd7d70e117d7e9dc085137b6081583c72087b49982c6,1,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
clp:606-002-00-3:78-93-3,Methyl Ethyl Ketone,6569.0,78-93-3,,CCC(C)=O,,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,skin_dryness,1.0,weak_positive,regulatory_weak_positive,regulatory_skin_dryness,regulatory_euh066,,regulatory dryness/cracking statement,,,,,,,,,repeated exposure; concentration not encoded by EUH066,,,,,,CLP Regulation Annex VI Table 3.1 (EUH066),606-002-00-3,https://ust.is/library/Skrar/Atvinnulif/Efni/Flokkun-og-merkingar/CLP-annex_vi_tafla_3-1.pdf,,,regulatory_annex,C,0.5,verified,,,,,,,44cde763bdeb36da8091eb3871aa95ea15e2c92632f209c502f376b6dddd7f39,1,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,regulatory_weak_positive,unspecified|unspecified|unspecified|repeated exposure; concentration not encoded by euh066|unspecified|unspecified|regulatory dryness/cracking statement|unspecified|unspecified
